"","DIAMETER","TREAT","SITE","PLOT","REP","SPP","DBH","stem.bio","branch.bio","new.bio","tot.s.b.n","total.agb"
"191",1.0586,"Unburned","MIKE",18,3,"salix",NA,19.4427968796168,4.23769387136972,3.52108012965112,27.2015708806376,27.6447823407008
"192",0.5594,"Unburned","MIKE",18,4,"salix",NA,3.15705298231213,0.60183956069212,0.876587667272749,4.635480210277,4.54649266472389
"193",0.9546,"Unburned","MIKE",18,5,"salix",NA,14.4798455398531,3.08818688216852,2.81041921760091,20.3784516396226,20.6308240008297
"194",0.5196,"Unburned","MIKE",19,4,"salix",NA,2.5581729912312,0.480172820417127,0.746309756974395,3.78465556862272,3.6894837355299
"195",1.6984,"Unburned","MIKE",19,1,"salix",NA,74.7974513353134,18.0041382989484,9.8684182540877,102.67000788835,105.350129514275
"196",0.7362,"Unburned","MIKE",19,2,"salix",NA,6.90575109469792,1.39462416509244,1.59518575085123,9.89556101064159,9.89054169863327
"197",0.388,"Unburned","MIKE",19,3,"salix",NA,1.11286701820921,0.196460424582194,0.394833097396887,1.70416054018829,1.61441695732123
"198",0.4432,"Unburned","MIKE",19,5,"salix",NA,1.62585625428364,0.295151665506411,0.527652314868536,2.44866023465859,2.35233529316853
"199",0.316,"Unburned","MIKE",20,2,"salix",NA,0.61998479555415,0.104831661911699,0.252393536609583,0.977209994075432,0.903101099431149
"200",0.3806,"Unburned","MIKE",20,3,"salix",NA,1.0534377756261,0.185218548676681,0.378601506761436,1.61725783106422,1.52879264883714
"201",0.5478,"Unburned","MIKE",20,4,"salix",NA,2.97403197263014,0.564460301503977,0.837445223579788,4.3759374977139,4.28471821907857
"202",0.712,"Unburned","MIKE",20,5,"salix",NA,6.27828223909639,1.25903782726989,1.48308750215051,9.02040756851678,8.99788232579588
"203",1.0836,"Subsidence","SETH",9,1,"salix",NA,20.7801889983662,4.55144319518063,3.70488558959511,29.0365177831419,29.53256624963
"204",1.5158,"Subsidence","SETH",9,2,"salix",NA,54.0881685586218,12.7120098385916,7.70122366998975,74.5014020672031,76.3551811611734
"205",0.8612,"Subsidence","SETH",9,4,"salix",NA,10.7974030661835,2.25355573071328,2.24536606717925,15.2963248640761,15.4158085104981
"206",1.0498,"Subsidence","SETH",9,3,"salix",NA,18.9856982276386,4.13081834800999,3.45758374815393,26.5741003238025,26.9993628715344
"207",1.1168,"Subsidence","SETH",9,5,"salix",NA,22.646586925462,4.99177197092919,3.95682435814664,31.5951832545378,32.1656494159697
"208",1.8484,"Subsidence","SETH",10,1,"salix",NA,95.2009624840473,23.3262880927574,11.8679465441921,130.395197120997,133.861132073039
"209",0.6524,"Subsidence","SETH",10,2,"salix",NA,4.89370310638117,0.963524344861363,1.22574690460399,7.08297435584652,7.02581018526599
"210",0.761,"Subsidence","SETH",10,3,"salix",NA,7.58960415563438,1.54343039168803,1.71466364865255,10.847698195975,10.8627680395884
"211",0.7726,"Subsidence","SETH",10,5,"salix",NA,7.92398709228404,1.61655837400976,1.77215475079158,11.3127002170854,11.3379291544424
"212",0.8248,"Subsidence","SETH",10,5,"salix",NA,9.54699098687998,1.97458973023835,2.04362144325493,13.5652021603733,13.6423319621381
"213",0.9626,"Subsidence","SETH",11,1,"salix",NA,14.8283745380948,3.16806673540092,2.86201798157394,20.8584592550697,21.1238805718837
"214",1.018,"Subsidence","SETH",11,2,"salix",NA,17.3921799754312,3.75974333963527,3.23333382114533,24.3852571362118,24.7484576782445
"215",1.0682,"Subsidence","SETH",11,3,"salix",NA,19.9495309197509,4.35639121206338,3.59106279564964,27.8969849274639,28.3601622119767
"216",0.9318,"Subsidence","SETH",11,4,"salix",NA,13.515825186842,2.86798898274909,2.6661457566246,19.0499599262157,19.2666046370132
"217",0.8814,"Subsidence","SETH",11,5,"salix",NA,11.5349584679682,2.41924314571275,2.36177015193553,16.3159717656164,16.461205924928
"218",0.9084,"Subsidence","SETH",12,1,"salix",NA,12.5707926048581,2.65324895681368,2.5223452016213,17.7463867632931,17.928592345098
"219",0.7208,"Subsidence","SETH",12,2,"salix",NA,6.5019701415217,1.30726375018866,1.52333915475255,9.33257304646291,9.31617737842284
"220",1.209,"Subsidence","SETH",12,3,"salix",NA,28.3914655438526,6.36318395577506,4.70380950010833,39.458458999736,40.2613523660992
"221",0.8822,"Subsidence","SETH",12,4,"salix",NA,11.5648220843947,2.42596863427776,2.36644581905454,16.357236537727,16.5035239747206
"222",1.1284,"Subsidence","SETH",12,5,"salix",NA,23.3234410211086,5.15213240041312,4.04696918874839,32.5225426102701,33.1201607858867
"223",1.8932,"Burned","SETH",9,1,"salix",NA,101.925503757402,25.0998586125768,12.5039938055308,139.52935617551,143.247816321637
"224",1.3306,"Burned","SETH",9,3,"salix",NA,37.3085424882461,8.53169667002298,5.7967421249356,51.6369812832046,52.8051652747561
"225",1.5622,"Burned","SETH",9,2,"salix",NA,58.9416458916225,13.9406844312871,8.22443835928226,81.1067686821919,83.1565762085134
"226",0.9294,"Burned","SETH",9,4,"salix",NA,13.4168467060224,2.84544478380527,2.65119825715163,18.9134897469793,19.1264988205116
"227",0.8678,"Burned","SETH",10,1,"salix",NA,11.0349112360668,2.30682215672222,2.28304891698724,15.6247823097762,15.7525013233137
"228",0.6076,"Burned","SETH",10,3,"salix",NA,3.99561361548808,0.775033294107183,1.04965630097866,5.82030321057392,5.74460540708891
"229",0.9308,"Burned","SETH",10,4,"salix",NA,13.4745267596936,2.85858100997112,2.65991210369355,18.9930198733583,19.2081468503793
"230",0.8388,"Burned","SETH",10,5,"salix",NA,10.0161162324004,2.07895346694502,2.11999945135825,14.2150691507037,14.3078790703199
"231",1.1106,"Burned","SETH",11,1,"salix",NA,22.2901099443021,4.90745657745966,3.90909394534264,31.1066604671044,31.6628592833054
"232",1.8968,"Burned","SETH",11,2,"salix",NA,102.478850507376,25.2461938947352,12.5558855499195,140.280929952031,144.020027039035
"233",1.4334,"Burned","SETH",11,3,"salix",NA,46.1232545024501,10.7135707608978,6.81775391319547,63.6545791765433,65.1840993958796
"234",1.0234,"Burned","SETH",11,4,"salix",NA,17.6564048997456,3.82110490168022,3.27084066543266,24.7483504668585,25.1217821350389
"235",0.7014,"Burned","SETH",11,5,"salix",NA,6.01554907287291,1.20255577512106,1.43537622738268,8.65348107537666,8.62392621993776
"236",1.2204,"Burned","SETH",12,1,"salix",NA,29.1611146679772,6.54857380914472,4.80103843531773,40.5107269124396,41.3450146605265
"237",1.5128,"Burned","SETH",12,2,"salix",NA,53.7836378196673,12.6351800931421,7.66803512440608,74.0868530372155,75.928289626075
"238",0.855,"Burned","SETH",12,3,"salix",NA,10.5773355168332,2.20427771010971,2.2102760567653,14.9918892837082,15.1037932413652
"239",0.972,"Burned","SETH",12,4,"salix",NA,15.2447992095169,3.26368900694524,2.92329636514596,21.4317845816081,21.7128812374068
"240",1.5972,"Burned","SETH",12,5,"salix",NA,62.7836937454041,14.9186477793449,8.63144815632653,86.3337896810755,88.5378049170471
"241",0.5058,"Unburned","SETH",9,1,"salix",NA,2.36925881347924,0.442206581974503,0.703775635385798,3.51524103083954,3.41886539132098
"242",0.5268,"Unburned","SETH",9,2,"salix",NA,2.66050014847337,0.500825049728192,0.769038636915764,3.93036383511732,3.8360074837681
"243",0.6142,"Unburned","SETH",9,3,"salix",NA,4.12055597461895,0.801083936055434,1.07467161819234,5.99631152886673,5.92295857814198
"244",0.4162,"Unburned","SETH",9,4,"salix",NA,1.35920126425086,0.243508625983048,0.460085889990376,2.06279578022428,1.96900492264067
"245",0.3364,"Unburned","SETH",9,5,"salix",NA,0.740990119202454,0.126949010046789,0.289272028433541,1.15721115768278,1.07801392488824
"246",0.9196,"Unburned","SETH",10,1,"salix",NA,13.0175692586559,2.75462714924531,2.59063439664562,18.3628308045468,18.561240215767
"247",1.003,"Unburned","SETH",10,2,"salix",NA,16.6717240282407,3.59278189071951,3.13037540721415,23.3948813261743,23.7303185229138
"248",0.3474,"Unburned","SETH",10,4,"salix",NA,0.812152945592613,0.140084224152636,0.310291146285882,1.26252831603113,1.18078356884493
"249",0.2838,"Unburned","SETH",10,5,"salix",NA,0.456413170614741,0.0754515063749107,0.199676705090275,0.731541382079926,0.666264991390834
"250",0.9124,"Unburned","SETH",11,1,"salix",NA,12.729193603385,2.68916186800912,2.54662085915155,17.9649763305457,18.152910229507
"251",0.6012,"Unburned","SETH",11,2,"salix",NA,3.87683148210229,0.750322641933324,1.02570328825042,5.65285741228603,5.57500957602237
"252",0.638,"Unburned","SETH",11,3,"salix",NA,4.59210476881962,0.899914552540852,1.16753381729166,6.65955313865212,6.59575397634906
"253",0.6272,"Unburned","SETH",11,4,"salix",NA,4.37401325863075,0.854107449885065,1.12487839953152,6.35299910804733,6.28464929767202
"254",0.7132,"Unburned","SETH",12,1,"salix",NA,6.30848619333794,1.26554234598597,1.48854201795969,9.0625705572836,9.04086540594801
"255",0.5344,"Unburned","SETH",12,2,"salix",NA,2.77135547057038,0.523264574199026,0.793431153745793,4.0880511985152,3.99469824863642
"256",0.4908,"Unburned","SETH",12,3,"salix",NA,2.17445704374878,0.403290445759482,0.659071173519438,3.2368186630277,3.13965418141539
