YEAR,SERIES,BAI,TREAT,SITE,PLOT,REP
2010,mkt19.4,1.63459579,nothing,HEATHER,6,4
2010,mkt19.5,NA,sub,INGRID,14,4
2010,mkt20.1,1.530159826,sub,HEATHER,7,5
2010,mkt20.2,2.526782971,nothing,SETH,11,3
2010,mkt20.3,1.050799911,nothing,SETH,9,4
2010,mkt20.4,5.81589225,sub,INGRID,16,4
2010,mku17.1,2.416563335,nothing,SETH,11,2
2010,mku17.2,2.96405497,fire,HEATHER,6,5
2010,mku17.3,1.715689722,sub,MIKE,17,5
2010,mku17.4,NA,sub,MIKE,19,2
2010,mku17.5,NA,fire,ALY,2,4
2010,mku18.1,19.83988646,fire,SETH,12,4
2010,mku18.2,4.068362486,fire,MIKE,19,4
2010,mku18.3,10.99499623,fire,INGRID,13,3
2010,mku18.4,NA,fire,HEATHER,8,3
2010,mku18.5,0.966115139,nothing,ALY,4,3
2010,mku19.4,0.4584212,fire,MIKE,18,4
2010,mku19.1,0.691027862,sub,SETH,11,5
2010,mku19.2,NA,fire,HEATHER,6,2
2010,mku19.3,NA,sub,MIKE,19,4
2010,mku19.5,NA,nothing,MIKE,18,3
2010,mku20.2,NA,fire,MIKE,19,1
2010,mku20.3,NA,nothing,INGRID,13,1
2010,mku20.4,NA,nothing,SETH,9,1
2010,mku20.5,NA,nothing,MIKE,20,3
2010,ses9.1,4.469971125,fire,INGRID,14,4
2010,ses9.2,18.51679843,nothing,INGRID,13,1
2010,ses9.4,5.441002857,sub,INGRID,16,4
2010,ses9.3,4.299498883,nothing,SETH,10,4
2010,ses9.5,5.776996191,sub,MIKE,18,1
2010,ses10.1,9.833860448,nothing,MIKE,20,4
2010,ses10.2,NA,nothing,SETH,12,1
2010,ses10.3,3.007399523,sub,MIKE,17,3
2010,ses10.4,4.176712875,fire,SETH,10,1
2010,ses10.5,0.244544714,nothing,HEATHER,8,4
2010,ses11.1,1.460158858,nothing,INGRID,14,5
2010,ses11.2,3.915480022,sub,INGRID,14,3
2010,ses11.3,0.225641751,sub,INGRID,13,3
2010,ses11.4,3.747480213,fire,SETH,10,5
2010,ses11.5,NA,sub,ALY,3,5
2010,ses12.1,NA,nothing,SETH,9,3
2010,ses12.2,1.834853473,fire,HEATHER,5,1
2010,ses12.3,3.323016488,nothing,ALY,3,3
2010,ses12.4,4.421901616,sub,INGRID,16,5
2010,ses12.5,5.828819903,sub,SETH,11,5
2010,set9.1,39.68850654,fire,MIKE,17,3
2010,set9.3,4.125925889,sub,MIKE,19,2
2010,set9.2,20.95674778,nothing,INGRID,16,2
2010,set9.4,0.298024045,nothing,INGRID,14,3
2010,set10.1,3.221624726,sub,ALY,2,3
2010,set10.3,2.094462123,sub,MIKE,18,1
2010,set10.4,3.122394381,nothing,SETH,9,1
2010,set10.5,5.548442184,nothing,HEATHER,7,5
2010,set11.1,0.183984232,fire,INGRID,16,5
2010,set11.2,11.03547251,nothing,SETH,11,2
2010,set11.3,5.679512571,fire,HEATHER,8,4
2010,set11.4,2.675615923,nothing,SETH,9,5
2010,set11.5,NA,fire,ALY,4,5
2010,set12.1,4.196476635,sub,INGRID,13,3
2010,set12.2,18.22425332,sub,MIKE,20,1
2010,set12.3,NA,sub,HEATHER,8,3
2010,set12.4,3.720751542,nothing,HEATHER,6,4
2010,set12.5,6.694985272,nothing,HEATHER,5,4
2010,seu9.1,NA,fire,ALY,3,5
2010,seu9.2,NA,sub,HEATHER,5,1
2010,seu9.3,0.102921717,nothing,INGRID,16,3
2010,seu9.4,NA,sub,ALY,1,3
2010,seu9.5,NA,fire,ALY,2,5
2010,seu10.1,3.523783108,fire,ALY,4,5
2010,seu10.2,5.251674775,fire,HEATHER,7,1
2010,seu10.4,NA,sub,ALY,4,3
2010,seu10.5,NA,sub,INGRID,14,1
2010,seu11.2,3.1017604,sub,SETH,10,5
2010,seu11.3,NA,fire,MIKE,19,3
2010,seu11.4,NA,nothing,SETH,10,5
2010,seu12.1,1.144529328,fire,HEATHER,8,4
2010,seu12.2,1.943112755,fire,MIKE,19,5
2010,seu12.3,NA,fire,ALY,4,1
2010,seu12.5,NA,fire,HEATHER,5,5
2011,als1.1,11.15975078,sub,ALY,1,3
2011,als1.2,5.851505344,sub,ALY,1,5
2011,als1.3,2.835777458,sub,ALY,2,3
2011,als1.4,0.589014065,sub,ALY,3,2
2011,als1.5,7.444443616,sub,ALY,3,5
2011,als2.1,NA,sub,ALY,4,1
2011,als2.2,2.259634498,sub,ALY,4,4
2011,als2.3,5.295597382,fire,ALY,1,3
2011,als2.4,15.75813136,fire,ALY,1,5
2011,als2.5,3.849616532,fire,ALY,2,4
2011,als3.2,25.13479269,fire,ALY,3,3
2011,als3.1,21.4698107,fire,ALY,3,2
2011,als3.3,5.102989478,fire,ALY,4,3
2011,als3.4,2.235708129,fire,ALY,4,5
2011,als3.5,0.532009866,nothing,ALY,1,1
2011,als4.1,NA,nothing,ALY,1,4
2011,als4.2,7.509462017,nothing,ALY,1,5
2011,als4.3,2.433402271,nothing,ALY,2,3
2011,als4.4,0.280861525,nothing,ALY,2,5
2011,alt1.1,11.0178419,nothing,ALY,3,1
2011,alt1.3,5.290756188,nothing,ALY,3,4
2011,alt1.4,0.307778691,nothing,ALY,4,3
2011,alt1.5,4.036318241,sub,HEATHER,5,2
2011,alt2.2,NA,sub,HEATHER,6,1
2011,alt2.4,3.329990823,sub,HEATHER,6,4
2011,alt2.5,NA,sub,HEATHER,8,3
2011,alt3.1,29.47586427,fire,HEATHER,7,5
2011,alt3.3,NA,fire,HEATHER,7,3
2011,alt3.2,NA,fire,HEATHER,5,4
2011,alt3.4,11.08861884,fire,HEATHER,6,2
2011,alt3.5,12.05243119,fire,HEATHER,6,5
2011,alt4.3,NA,fire,HEATHER,8,5
2011,alt4.1,8.056347325,nothing,HEATHER,5,5
2011,alt4.2,4.083395007,nothing,HEATHER,7,1
2011,alt4.5,NA,nothing,HEATHER,7,3
2011,alu1.1,NA,nothing,HEATHER,7,4
2011,alu1.3,NA,nothing,HEATHER,8,1
2011,alu1.4,2.117747608,nothing,HEATHER,8,3
2011,alu1.5,NA,nothing,HEATHER,8,5
2011,alu2.1,NA,sub,INGRID,13,3
2011,alu2.3,0.559467386,sub,INGRID,14,2
2011,alu2.4,NA,sub,INGRID,15,1
2011,alu2.5,NA,sub,INGRID,15,5
2011,alu3.1,NA,sub,INGRID,16,3
2011,alu3.2,NA,fire,INGRID,13,2
2011,alu3.3,1.743316887,fire,INGRID,14,2
2011,alu3.4,0.146574147,fire,INGRID,14,5
2011,alu4.2,24.6070868,fire,INGRID,16,5
2011,alu4.3,NA,nothing,INGRID,13,2
2011,alu4.5,0.31969161,nothing,INGRID,14,1
2011,hes5.1,27.75969074,nothing,INGRID,14,5
2011,hes5.2,3.529029568,nothing,INGRID,15,1
2011,hes5.3,19.61408448,nothing,INGRID,15,3
2011,hes5.4,22.59196246,nothing,INGRID,15,5
2011,hes5.5,39.38478051,nothing,INGRID,16,3
2011,hes6.1,4.159930487,sub,MIKE,17,2
2011,hes6.2,29.87592096,sub,MIKE,18,1
2011,hes6.3,3.112598895,sub,MIKE,18,4
2011,hes6.4,8.301039693,sub,MIKE,19,4
2011,hes6.5,48.10199326,sub,MIKE,20,3
2011,hes7.5,3.804377597,fire,MIKE,17,2
2011,hes8.2,4.063964257,fire,MIKE,18,3
2011,hes8.3,7.77179757,fire,MIKE,19,1
2011,hes8.4,10.80102174,fire,MIKE,19,4
2011,hes8.5,2.555321199,fire,MIKE,20,1
2011,het7.5,3.804377597,fire,MIKE,20,4
2011,het7.1,8.496113748,nothing,MIKE,17,2
2011,het7.2,3.738869107,nothing,MIKE,17,4
2011,het7.3,3.643308142,nothing,MIKE,18,2
2011,het7.4,7.691294258,nothing,MIKE,18,4
2011,het5.2,1.831234358,nothing,MIKE,19,1
2011,het5.3,16.31821136,nothing,MIKE,19,3
2011,het5.4,11.44725677,nothing,MIKE,19,5
2011,het5.5,2.254256092,nothing,MIKE,20,2
2011,het5.1,3.071949828,nothing,MIKE,20,4
2011,het6.1,1.523006419,nothing,MIKE,20,5
2011,het6.2,10.97435283,sub,SETH,9,3
2011,het6.3,10.95297429,sub,SETH,10,2
2011,het6.4,12.78404843,sub,SETH,10,5
2011,het6.5,1.76803808,sub,SETH,11,3
2011,het8.1,7.882742915,sub,SETH,11,5
2011,het8.2,8.873104866,sub,SETH,12,2
2011,het8.3,3.140138096,fire,SETH,9,3
2011,het8.4,1.281644139,fire,SETH,10,1
2011,het8.5,1.663281673,fire,SETH,10,5
2011,heu5.4,2.302583212,fire,SETH,11,4
2011,heu5.5,0.210477283,fire,SETH,12,1
2011,heu6.2,0.066161941,fire,SETH,12,4
2011,heu6.4,7.616238468,nothing,SETH,9,2
2011,heu7.1,NA,nothing,SETH,9,4
2011,heu7.2,0.887889482,nothing,SETH,9,5
2011,heu7.3,0.096211275,nothing,SETH,10,4
2011,heu7.4,NA,nothing,SETH,10,5
2011,heu7.5,0.45394443,nothing,SETH,11,2
2011,heu8.1,NA,nothing,SETH,11,4
2011,heu8.2,0.836467894,nothing,SETH,12,2
2011,heu8.3,1.453618062,nothing,SETH,12,5
2011,heu8.4,NA,fire,INGRID,14,1
2011,heu8.5,0.167638526,fire,ALY,1,1
2011,ins13.1,6.658907222,sub,HEATHER,6,5
2011,ins13.2,6.698004343,sub,HEATHER,5,5
2011,ins13.3,1.077173581,fire,SETH,12,1
2011,ins13.4,3.00889178,sub,MIKE,20,3
2011,ins14.1,10.41777257,sub,MIKE,20,3
2011,ins14.2,7.447004014,fire,ALY,3,1
2011,ins14.3,2.915410549,fire,HEATHER,7,4
2011,ins14.4,5.520975239,fire,HEATHER,5,3
2011,ins14.5,0.83817692,fire,HEATHER,6,4
2011,ins15.1,6.041910991,fire,SETH,11,2
2011,ins15.2,17.0421851,sub,HEATHER,8,2
2011,ins15.3,2.210572246,nothing,MIKE,18,1
2011,ins15.4,2.005834653,fire,SETH,11,1
2011,ins15.5,2.744492201,fire,HEATHER,6,3
2011,ins16.1,9.736826076,nothing,MIKE,17,5
2011,ins16.2,4.450329888,sub,SETH,11,1
2011,ins16.3,2.695282293,nothing,MIKE,18,2
2011,ins16.4,4.305703528,sub,INGRID,15,2
2011,ins16.5,5.007714398,fire,SETH,12,3
2011,int13.1,5.490325861,sub,SETH,11,2
2011,int13.2,2.323305157,fire,HEATHER,6,2
2011,int13.3,7.430642599,fire,ALY,4,2
2011,int14.1,4.888710868,nothing,MIKE,17,4
2011,int14.2,NA,fire,ALY,1,5
2011,int14.3,4.408216838,nothing,MIKE,18,5
2011,int14.4,1.205517066,fire,ALY,2,2
2011,int14.5,2.83621414,nothing,ALY,2,1
2011,int16.1,8.177908111,sub,HEATHER,5,2
2011,int16.2,4.28028176,fire,SETH,9,1
2011,int16.3,3.964749619,sub,MIKE,19,3
2011,int16.4,3.345007636,fire,MIKE,18,5
2011,int16.5,0.202682992,sub,SETH,9,3
2011,inu13.1,3.927949003,nothing,SETH,10,2
2011,inu13.2,2.015394519,fire,MIKE,18,4
2011,inu13.5,NA,fire,HEATHER,8,2
2011,inu14.1,NA,nothing,ALY,4,2
2011,inu14.2,13.76817746,nothing,ALY,4,2
2011,inu14.3,1.3770386,nothing,MIKE,17,3
2011,inu14.5,NA,sub,HEATHER,5,4
2011,inu15.1,NA,fire,HEATHER,5,4
2011,inu15.2,0.277116746,sub,MIKE,17,3
2011,inu15.3,0.088668311,sub,MIKE,17,4
2011,inu15.4,2.182580655,sub,ALY,2,4
2011,inu15.5,NA,fire,SETH,12,5
2011,inu16.2,2.492140629,fire,INGRID,14,3
2011,inu16.3,NA,sub,MIKE,17,1
2011,inu16.4,0.96805036,nothing,SETH,10,1
2011,mks17.1,12.5163219,fire,MIKE,18,4
2011,mks17.2,3.920481437,sub,HEATHER,8,3
2011,mks17.3,2.166263223,fire,ALY,3,4
2011,mks17.4,6.976120116,fire,ALY,1,4
2011,mks17.5,8.768059432,fire,MIKE,17,3
2011,mks18.1,1.559486593,fire,INGRID,13,1
2011,mks18.2,3.498430455,nothing,INGRID,15,3
2011,mks18.3,0.687603526,fire,SETH,12,5
2011,mks18.4,2.667011101,nothing,ALY,2,1
2011,mks18.5,5.930519541,fire,MIKE,17,1
2011,mks19.1,6.122213241,nothing,SETH,11,4
2011,mks19.2,4.733123492,sub,INGRID,15,5
2011,mks19.3,15.14328398,fire,ALY,4,3
2011,mks19.4,10.03668481,fire,SETH,12,2
2011,mks19.5,3.608056331,fire,SETH,12,4
2011,mks20.1,15.11432792,sub,SETH,12,5
2011,mks20.2,7.432967378,fire,MIKE,20,4
2011,mks20.3,29.97585816,sub,ALY,2,1
2011,mks20.4,2.334470377,fire,MIKE,19,4
2011,mks20.5,6.632279083,fire,MIKE,19,4
2011,mkt17.1,3.475858112,fire,ALY,3,3
2011,mkt17.2,13.07405199,fire,MIKE,17,4
2011,mkt17.3,7.064486834,sub,ALY,4,2
2011,mkt17.4,13.25355003,fire,HEATHER,6,3
2011,mkt17.5,5.772374908,fire,SETH,10,3
2011,mkt18.1,20.95340198,fire,MIKE,18,5
2011,mkt18.3,5.960025379,fire,INGRID,16,4
2011,mkt18.4,3.660206769,fire,SETH,10,4
2011,mkt18.5,5.089078506,fire,HEATHER,7,1
2011,mkt19.1,NA,fire,MIKE,20,4
2011,mkt19.3,NA,fire,SETH,10,5
2011,mkt19.4,1.801703387,nothing,SETH,12,1
2011,mkt19.5,0.138544236,fire,INGRID,14,1
2011,mkt20.1,1.393585368,fire,HEATHER,7,5
2011,mkt20.2,2.38635378,sub,INGRID,16,2
2011,mkt20.3,2.080849602,nothing,ALY,1,4
2011,mkt20.4,4.736893403,fire,MIKE,18,4
2011,mku17.1,8.082878075,fire,ALY,4,2
2011,mku17.2,5.968890953,fire,HEATHER,8,3
2011,mku17.3,2.431844041,fire,HEATHER,8,2
2011,mku17.4,0.024884555,fire,ALY,4,5
2011,mku17.5,NA,nothing,SETH,11,3
2011,mku18.1,34.30908204,sub,MIKE,18,1
2011,mku18.2,5.723350355,fire,MIKE,19,4
2011,mku18.3,7.088815327,nothing,ALY,2,1
2011,mku18.4,NA,sub,MIKE,19,1
2011,mku18.5,2.853587147,sub,ALY,1,3
2011,mku19.4,1.744636356,sub,INGRID,16,4
2011,mku19.1,0.376764924,sub,INGRID,16,4
2011,mku19.2,NA,fire,INGRID,13,2
2011,mku19.3,NA,nothing,ALY,2,5
2011,mku19.5,NA,fire,SETH,11,4
2011,mku20.2,NA,fire,INGRID,14,1
2011,mku20.3,NA,nothing,HEATHER,7,2
2011,mku20.4,0.074506011,fire,INGRID,16,3
2011,mku20.5,NA,nothing,SETH,11,3
2011,ses9.1,3.454646078,fire,HEATHER,5,1
2011,ses9.2,8.289422084,fire,INGRID,16,3
2011,ses9.4,3.46934559,sub,MIKE,17,4
2011,ses9.3,4.691626195,nothing,MIKE,19,5
2011,ses9.5,4.428891659,nothing,SETH,10,1
2011,ses10.1,11.02985535,fire,SETH,9,2
2011,ses10.2,0.472947924,fire,HEATHER,8,3
2011,ses10.3,1.708696536,fire,MIKE,17,4
2011,ses10.4,4.526482094,sub,MIKE,18,1
2011,ses10.5,1.388583953,nothing,SETH,9,2
2011,ses11.1,2.515212486,nothing,INGRID,16,2
2011,ses11.2,4.867256932,sub,ALY,4,3
2011,ses11.3,3.610321419,nothing,ALY,1,1
2011,ses11.4,2.637960794,nothing,INGRID,14,3
2011,ses11.5,0.069746499,fire,HEATHER,5,5
2011,ses12.1,0.271546703,sub,INGRID,14,5
2011,ses12.2,1.405212403,nothing,INGRID,16,2
2011,ses12.3,5.639108548,sub,INGRID,14,5
2011,ses12.4,5.133692263,sub,ALY,2,5
2011,ses12.5,8.408249684,sub,ALY,2,4
2011,set9.1,23.48183429,sub,MIKE,19,1
2011,set9.3,4.400340865,nothing,SETH,11,4
2011,set9.2,14.04627438,nothing,ALY,1,5
2011,set9.4,1.579168671,sub,INGRID,15,2
2011,set10.1,2.627618671,sub,ALY,2,2
2011,set10.3,2.090462876,nothing,SETH,12,1
2011,set10.4,4.701531636,nothing,ALY,3,3
2011,set10.5,2.982078287,nothing,HEATHER,8,3
2011,set11.1,1.151519371,sub,MIKE,17,2
2011,set11.2,19.27119535,fire,HEATHER,5,3
2011,set11.3,9.877591418,nothing,HEATHER,7,3
2011,set11.4,4.58320669,nothing,INGRID,15,5
2011,set11.5,NA,fire,SETH,11,1
2011,set12.1,4.957976703,fire,ALY,1,3
2011,set12.2,4.471293735,fire,HEATHER,7,3
2011,set12.3,0.65325021,fire,HEATHER,7,4
2011,set12.4,4.865538481,nothing,ALY,1,5
2011,set12.5,6.581686875,fire,SETH,10,4
2011,seu9.1,0.123162998,nothing,HEATHER,7,4
2011,seu9.2,NA,sub,MIKE,19,5
2011,seu9.3,0.629977292,nothing,ALY,3,3
2011,seu9.4,NA,nothing,INGRID,16,4
2011,seu9.5,NA,fire,SETH,11,5
2011,seu10.1,7.217221644,sub,HEATHER,5,1
2011,seu10.2,3.513660896,nothing,MIKE,18,5
2011,seu10.4,NA,nothing,ALY,4,5
2011,seu10.5,NA,sub,ALY,3,3
2011,seu11.2,3.964674221,fire,ALY,3,2
2011,seu11.3,0.251607014,sub,MIKE,18,4
2011,seu11.4,NA,fire,INGRID,14,4
2011,seu12.1,1.762650249,sub,INGRID,16,1
2011,seu12.2,2.762952199,sub,ALY,2,3
2011,seu12.3,NA,sub,SETH,11,1
2011,seu12.5,NA,fire,MIKE,19,1
2012,als1.1,8.868225973,sub,ALY,1,3
2012,als1.2,12.1427991,sub,ALY,1,5
2012,als1.3,2.41394953,sub,ALY,2,3
2012,als1.4,0.665813439,sub,ALY,3,2
2012,als1.5,5.491789843,sub,ALY,3,5
2012,als2.1,NA,sub,ALY,4,1
2012,als2.2,3.882380201,sub,ALY,4,4
2012,als2.3,6.659406735,fire,ALY,1,3
2012,als2.4,8.283647836,fire,ALY,2,2
2012,als2.5,5.630475451,fire,ALY,2,4
2012,als3.2,34.15987838,fire,ALY,3,3
2012,als3.1,24.88240342,fire,ALY,3,2
2012,als3.3,5.963650777,fire,ALY,4,3
2012,als3.4,1.716365164,fire,ALY,4,5
2012,als3.5,1.375404972,nothing,ALY,1,1
2012,als4.1,NA,nothing,ALY,1,4
2012,als4.2,6.330758445,nothing,ALY,1,5
2012,als4.3,5.464212943,nothing,ALY,2,3
2012,als4.4,1.533722392,nothing,ALY,2,5
2012,alt1.1,5.870383174,nothing,ALY,3,1
2012,alt1.3,21.46239654,nothing,ALY,3,4
2012,alt1.4,2.236911359,nothing,ALY,4,3
2012,alt1.5,7.443981802,sub,HEATHER,5,2
2012,alt2.2,NA,sub,HEATHER,6,1
2012,alt2.4,3.753823088,sub,HEATHER,6,4
2012,alt2.5,0.497640843,sub,HEATHER,8,4
2012,alt3.1,27.29615503,fire,HEATHER,7,5
2012,alt3.3,NA,fire,HEATHER,7,3
2012,alt3.2,NA,fire,HEATHER,5,4
2012,alt3.4,9.525921536,fire,HEATHER,6,2
2012,alt3.5,20.18558731,fire,HEATHER,8,1
2012,alt4.3,NA,fire,HEATHER,8,5
2012,alt4.1,7.944135918,nothing,HEATHER,5,5
2012,alt4.2,13.21276901,nothing,HEATHER,7,1
2012,alt4.5,0.002642079,nothing,HEATHER,7,3
2012,alu1.1,NA,nothing,HEATHER,7,4
2012,alu1.3,NA,nothing,HEATHER,8,1
2012,alu1.4,2.628884733,nothing,HEATHER,8,3
2012,alu1.5,NA,nothing,HEATHER,8,5
2012,alu2.1,1.184367864,sub,INGRID,13,3
2012,alu2.3,2.42700913,sub,INGRID,14,3
2012,alu2.4,NA,sub,INGRID,15,1
2012,alu2.5,NA,sub,INGRID,15,5
2012,alu3.1,NA,sub,INGRID,16,4
2012,alu3.2,NA,fire,INGRID,13,3
2012,alu3.3,3.238344283,fire,INGRID,14,3
2012,alu3.4,0.49810894,fire,INGRID,14,5
2012,alu4.2,29.16084421,fire,INGRID,16,5
2012,alu4.3,0.234139759,nothing,INGRID,13,2
2012,alu4.5,2.287582107,nothing,INGRID,14,1
2012,hes5.1,69.73604328,nothing,INGRID,14,5
2012,hes5.2,7.024374979,nothing,INGRID,15,1
2012,hes5.3,10.60453397,nothing,INGRID,15,3
2012,hes5.4,47.59045401,nothing,INGRID,15,5
2012,hes5.5,60.18738604,nothing,INGRID,16,3
2012,hes6.1,1.585916812,sub,MIKE,17,2
2012,hes6.2,30.7816484,sub,MIKE,18,1
2012,hes6.3,4.491912008,sub,MIKE,18,4
2012,hes6.4,16.00057121,sub,MIKE,19,4
2012,hes6.5,66.85781977,sub,MIKE,20,4
2012,hes7.5,3.059575094,fire,MIKE,17,2
2012,hes8.2,5.405012771,fire,MIKE,18,3
2012,hes8.3,10.53690176,fire,MIKE,19,1
2012,hes8.4,12.80417347,fire,MIKE,19,4
2012,hes8.5,3.838633524,fire,MIKE,20,1
2012,het7.5,3.059575094,fire,MIKE,20,4
2012,het7.1,6.960462418,nothing,MIKE,17,3
2012,het7.2,5.550016122,nothing,MIKE,17,4
2012,het7.3,2.171892957,nothing,MIKE,18,2
2012,het7.4,5.926605116,nothing,MIKE,18,4
2012,het5.2,2.035918544,nothing,MIKE,19,1
2012,het5.3,16.32582658,nothing,MIKE,19,3
2012,het5.4,11.59304238,nothing,MIKE,19,5
2012,het5.5,8.248952087,nothing,MIKE,20,3
2012,het5.1,4.161353629,nothing,MIKE,20,4
2012,het6.1,2.260740339,nothing,MIKE,20,5
2012,het6.2,13.86686431,sub,SETH,9,3
2012,het6.3,12.20333759,sub,SETH,10,2
2012,het6.4,18.43890892,sub,SETH,10,5
2012,het6.5,1.892696476,sub,SETH,11,3
2012,het8.1,10.33432244,sub,SETH,11,5
2012,het8.2,9.616188918,sub,SETH,12,2
2012,het8.3,2.741127555,fire,SETH,9,3
2012,het8.4,4.217173447,fire,SETH,10,1
2012,het8.5,1.651927957,fire,SETH,11,1
2012,heu5.4,3.081528544,fire,SETH,11,4
2012,heu5.5,0.311064797,fire,SETH,12,2
2012,heu6.2,0.151186005,fire,SETH,12,4
2012,heu6.4,6.345501939,nothing,SETH,9,2
2012,heu7.1,0.157632553,nothing,SETH,9,4
2012,heu7.2,2.499202929,nothing,SETH,9,5
2012,heu7.3,0.260576261,nothing,SETH,10,4
2012,heu7.4,NA,nothing,SETH,10,5
2012,heu7.5,0.473249517,nothing,SETH,11,2
2012,heu8.1,0.099538222,nothing,SETH,11,4
2012,heu8.2,0.819390196,nothing,SETH,12,2
2012,heu8.3,1.609123757,nothing,SETH,12,5
2012,heu8.4,NA,nothing,SETH,11,1
2012,heu8.5,0.665590386,sub,HEATHER,5,4
2012,ins13.1,10.13385113,sub,HEATHER,5,5
2012,ins13.2,9.719735812,sub,HEATHER,5,1
2012,ins13.3,1.825328164,nothing,MIKE,18,1
2012,ins13.4,2.109218184,sub,MIKE,20,3
2012,ins14.1,6.972299939,sub,ALY,3,1
2012,ins14.2,6.089173111,nothing,ALY,4,2
2012,ins14.3,2.727907733,nothing,MIKE,18,1
2012,ins14.4,2.505784566,fire,ALY,3,4
2012,ins14.5,1.433169436,sub,ALY,3,3
2012,ins15.1,9.653168605,sub,SETH,10,1
2012,ins15.2,15.20455132,sub,SETH,10,1
2012,ins15.3,3.407748383,fire,ALY,1,3
2012,ins15.4,5.31989446,sub,SETH,11,5
2012,ins15.5,2.692332338,fire,MIKE,17,2
2012,ins16.1,6.15645346,sub,MIKE,20,1
2012,ins16.2,4.640810933,fire,SETH,9,3
2012,ins16.3,3.00117917,fire,ALY,1,4
2012,ins16.4,3.798562509,sub,SETH,10,1
2012,ins16.5,2.36321595,fire,ALY,3,5
2012,int13.1,6.463258256,sub,ALY,1,2
2012,int13.2,6.236375577,nothing,MIKE,18,1
2012,int13.3,6.033265328,sub,MIKE,19,4
2012,int14.1,4.209831545,fire,SETH,11,2
2012,int14.2,NA,sub,MIKE,17,1
2012,int14.3,4.549293198,sub,HEATHER,6,5
2012,int14.4,1.943813331,sub,SETH,9,1
2012,int14.5,2.294757504,fire,ALY,4,2
2012,int16.1,8.935377516,nothing,MIKE,18,5
2012,int16.2,6.186169784,fire,ALY,3,4
2012,int16.3,10.78243608,sub,MIKE,20,2
2012,int16.4,2.218140343,fire,HEATHER,5,4
2012,int16.5,1.398888377,sub,HEATHER,8,2
2012,inu13.1,3.23993707,sub,MIKE,19,2
2012,inu13.2,2.634388803,fire,SETH,9,2
2012,inu13.5,0.650388219,fire,HEATHER,6,4
2012,inu14.1,NA,nothing,INGRID,15,1
2012,inu14.2,133.2711764,sub,INGRID,15,1
2012,inu14.3,2.216029192,fire,HEATHER,7,4
2012,inu14.5,0.311724531,fire,HEATHER,8,2
2012,inu15.1,NA,nothing,ALY,2,3
2012,inu15.2,5.073094082,nothing,ALY,1,4
2012,inu15.3,1.508420005,fire,HEATHER,5,1
2012,inu15.4,2.385222806,sub,SETH,12,4
2012,inu15.5,0.296091966,fire,MIKE,18,1
2012,inu16.2,3.703042385,sub,INGRID,13,1
2012,inu16.3,0.077437117,nothing,SETH,11,1
2012,inu16.4,1.366420017,fire,SETH,9,2
2012,mks17.1,7.580260949,sub,SETH,9,3
2012,mks17.2,2.014222705,sub,MIKE,20,2
2012,mks17.3,1.764698567,sub,INGRID,15,1
2012,mks17.4,2.954403997,fire,MIKE,18,3
2012,mks17.5,10.4917665,fire,SETH,12,2
2012,mks18.1,1.548528718,nothing,MIKE,17,5
2012,mks18.2,3.426142408,fire,SETH,12,4
2012,mks18.3,1.318793472,nothing,MIKE,17,1
2012,mks18.4,2.6387619,nothing,SETH,10,2
2012,mks18.5,3.967014707,sub,ALY,1,5
2012,mks19.1,4.5131209,sub,SETH,12,2
2012,mks19.2,10.26725258,fire,MIKE,17,4
2012,mks19.3,16.97727666,nothing,SETH,10,2
2012,mks19.4,4.783561762,sub,SETH,11,2
2012,mks19.5,3.049983812,fire,ALY,1,4
2012,mks20.1,17.11001523,nothing,INGRID,13,2
2012,mks20.2,7.096320592,fire,HEATHER,5,2
2012,mks20.3,22.19884869,sub,SETH,9,4
2012,mks20.4,4.63423558,fire,ALY,4,1
2012,mks20.5,9.603974406,fire,SETH,10,1
2012,mkt17.1,5.426953654,fire,HEATHER,5,2
2012,mkt17.2,9.790965142,fire,HEATHER,6,1
2012,mkt17.3,3.873015114,nothing,INGRID,15,1
2012,mkt17.4,23.74066697,sub,INGRID,16,2
2012,mkt17.5,11.19960188,fire,INGRID,14,1
2012,mkt18.1,18.38235397,sub,ALY,3,4
2012,mkt18.3,7.027931262,fire,MIKE,17,1
2012,mkt18.4,4.267036806,nothing,INGRID,13,2
2012,mkt18.5,10.65271343,sub,MIKE,18,5
2012,mkt19.1,NA,sub,SETH,11,3
2012,mkt19.3,NA,fire,INGRID,14,3
2012,mkt19.4,4.725913537,fire,SETH,10,4
2012,mkt19.5,0.317492495,fire,MIKE,20,1
2012,mkt20.1,1.562251195,sub,SETH,12,4
2012,mkt20.2,3.056521466,nothing,HEATHER,7,1
2012,mkt20.3,5.648599299,sub,INGRID,14,3
2012,mkt20.4,6.723947615,sub,SETH,9,3
2012,mku17.1,4.54083603,fire,HEATHER,8,1
2012,mku17.2,7.934406406,sub,INGRID,16,5
2012,mku17.3,4.899653035,fire,HEATHER,7,3
2012,mku17.4,10.8671554,nothing,MIKE,19,2
2012,mku17.5,NA,nothing,ALY,3,3
2012,mku18.1,24.19767759,sub,ALY,1,1
2012,mku18.2,26.32604378,nothing,MIKE,18,4
2012,mku18.3,10.66372157,fire,SETH,10,5
2012,mku18.4,NA,sub,INGRID,14,4
2012,mku18.5,3.549069787,sub,INGRID,15,1
2012,mku19.4,1.007273145,fire,MIKE,19,1
2012,mku19.1,121.6114035,nothing,HEATHER,8,4
