YEAR,SERIES,BAI,TREAT,SITE,PLOT,REP
2005,inu15.3,NA,fire,SETH,9,2
2005,inu15.4,NA,sub,MIKE,18,5
2005,inu15.5,NA,fire,MIKE,18,3
2005,inu16.2,NA,fire,SETH,10,5
2005,inu16.3,NA,nothing,MIKE,18,1
2005,inu16.4,NA,fire,SETH,11,5
2005,mks17.1,2.502759212,sub,MIKE,17,1
2005,mks17.2,0.703917816,sub,INGRID,14,2
2005,mks17.3,0.211972681,sub,INGRID,15,1
2005,mks17.4,0.472947924,nothing,SETH,10,1
2005,mks17.5,NA,sub,MIKE,20,2
2005,mks18.1,NA,fire,HEATHER,8,4
2005,mks18.2,0.885505013,sub,MIKE,17,4
2005,mks18.3,NA,fire,MIKE,20,4
2005,mks18.4,0.205887416,sub,SETH,11,5
2005,mks18.5,0.182466843,fire,SETH,11,5
2005,mks19.1,0.865210325,sub,ALY,1,4
2005,mks19.2,0.951425052,nothing,HEATHER,6,4
2005,mks19.3,3.400836879,fire,HEATHER,5,2
2005,mks19.4,0.759703077,fire,MIKE,18,4
2005,mks19.5,0.23585821,fire,INGRID,13,1
2005,mks20.1,1.001690534,fire,HEATHER,7,4
2005,mks20.2,0.308227938,fire,MIKE,18,1
2005,mks20.3,3.643949027,sub,SETH,12,4
2005,mks20.4,NA,sub,MIKE,17,1
2005,mks20.5,0.124410211,fire,MIKE,20,2
2005,mkt17.1,3.915681083,fire,HEATHER,8,4
2005,mkt17.2,0.356542492,sub,SETH,10,5
2005,mkt17.3,1.889479486,fire,MIKE,17,1
2005,mkt17.4,2.670617649,fire,HEATHER,8,4
2005,mkt17.5,2.563303986,fire,MIKE,18,5
2005,mkt18.1,3.958001478,sub,ALY,3,3
2005,mkt18.3,2.212824768,sub,INGRID,16,2
2005,mkt18.4,2.0784777,sub,HEATHER,8,5
2005,mkt18.5,3.502172092,sub,SETH,11,2
2005,mkt19.1,NA,nothing,INGRID,14,1
2005,mkt19.3,NA,fire,SETH,10,5
2005,mkt19.4,NA,sub,MIKE,20,4
2005,mkt19.5,NA,fire,ALY,1,5
2005,mkt20.1,NA,nothing,HEATHER,8,1
2005,mkt20.2,NA,fire,INGRID,14,4
2005,mkt20.3,NA,fire,INGRID,14,3
2005,mkt20.4,NA,fire,SETH,10,3
2005,mku17.1,NA,sub,MIKE,19,2
2005,mku17.2,NA,fire,HEATHER,7,4
2005,mku17.3,NA,sub,INGRID,14,3
2005,mku17.4,NA,sub,SETH,9,3
2005,mku17.5,NA,sub,SETH,9,4
2005,mku18.1,13.02614584,fire,ALY,2,2
2005,mku18.2,NA,fire,SETH,10,4
2005,mku18.3,NA,fire,SETH,12,5
2005,mku18.4,NA,fire,MIKE,17,1
2005,mku18.5,NA,sub,INGRID,16,5
2005,mku19.4,NA,nothing,INGRID,13,5
2005,mku19.1,NA,sub,SETH,11,4
2005,mku19.2,NA,sub,HEATHER,5,2
2005,mku19.3,NA,fire,MIKE,17,1
2005,mku19.5,NA,sub,HEATHER,8,2
2005,mku20.2,NA,nothing,HEATHER,8,5
2005,mku20.3,NA,fire,INGRID,14,3
2005,mku20.4,NA,fire,ALY,4,1
2005,mku20.5,NA,nothing,SETH,9,3
2005,ses9.1,0.150673925,sub,MIKE,20,4
2005,ses9.2,0.202682992,fire,MIKE,20,1
2005,ses9.4,0.985203456,sub,MIKE,17,4
2005,ses9.3,2.264463126,fire,SETH,10,5
2005,ses9.5,0.146574147,nothing,INGRID,13,5
2005,ses10.1,9.735117049,sub,INGRID,14,5
2005,ses10.2,NA,fire,MIKE,19,3
2005,ses10.3,0.382649127,nothing,MIKE,20,4
2005,ses10.4,NA,sub,MIKE,18,4
2005,ses10.5,NA,fire,MIKE,17,5
2005,ses11.1,NA,fire,HEATHER,8,1
2005,ses11.2,NA,fire,MIKE,17,2
2005,ses11.3,NA,sub,MIKE,19,5
2005,ses11.4,0.126923485,nothing,MIKE,19,4
2005,ses11.5,NA,nothing,ALY,4,5
2005,ses12.1,NA,sub,MIKE,20,2
2005,ses12.2,NA,fire,HEATHER,8,3
2005,ses12.3,NA,nothing,ALY,1,4
2005,ses12.4,NA,sub,HEATHER,6,1
2005,ses12.5,1.229823568,sub,INGRID,15,4
2005,set9.1,11.84030143,sub,MIKE,17,2
2005,set9.3,0.082447958,sub,SETH,12,2
2005,set9.2,1.06413283,sub,MIKE,17,4
2005,set9.4,NA,nothing,SETH,9,4
2005,set10.1,0.090792028,nothing,HEATHER,6,2
2005,set10.3,NA,sub,MIKE,18,1
2005,set10.4,4.042447489,sub,SETH,11,2
2005,set10.5,NA,sub,MIKE,18,4
2005,set11.1,NA,sub,SETH,12,2
2005,set11.2,5.057436385,sub,MIKE,17,3
2005,set11.3,0.232427591,sub,HEATHER,6,4
2005,set11.4,NA,nothing,SETH,12,3
2005,set11.5,NA,fire,HEATHER,5,4
2005,set12.1,0.204282062,nothing,ALY,3,4
2005,set12.2,3.059157262,nothing,SETH,9,5
2005,set12.3,NA,nothing,SETH,9,5
2005,set12.4,NA,nothing,SETH,11,1
2005,set12.5,1.218736888,fire,HEATHER,6,5
2005,seu9.1,NA,nothing,HEATHER,5,4
2005,seu9.2,NA,sub,ALY,3,2
2005,seu9.3,NA,nothing,MIKE,18,4
2005,seu9.4,NA,nothing,ALY,1,5
2005,seu9.5,NA,nothing,HEATHER,7,4
2005,seu10.1,2.691716586,fire,HEATHER,8,1
2005,seu10.2,0.99008235,fire,MIKE,17,1
2005,seu10.4,NA,sub,MIKE,20,3
2005,seu10.5,NA,nothing,SETH,9,2
2005,seu11.2,NA,sub,INGRID,16,5
2005,seu11.3,NA,nothing,HEATHER,7,4
2005,seu11.4,NA,nothing,SETH,9,5
2005,seu12.1,NA,nothing,ALY,2,4
2005,seu12.2,NA,sub,SETH,9,5
2005,seu12.3,NA,sub,INGRID,15,2
2005,seu12.5,NA,sub,ALY,2,1
2006,als1.1,1.58792429,sub,ALY,1,2
2006,als1.2,0.456036731,sub,ALY,1,4
2006,als1.3,NA,sub,ALY,2,2
2006,als1.4,NA,sub,ALY,2,5
2006,als1.5,0.655502732,sub,ALY,3,4
2006,als2.1,NA,sub,ALY,4,1
2006,als2.2,0.099538222,sub,ALY,4,3
2006,als2.3,NA,fire,ALY,1,3
2006,als2.4,1.05839314,fire,ALY,1,5
2006,als2.5,NA,fire,ALY,2,4
2006,als3.2,1.838130154,fire,ALY,3,1
2006,als3.1,11.2016879,fire,ALY,3,2
2006,als3.3,0.10065977,fire,ALY,3,5
2006,als3.4,NA,fire,ALY,4,2
2006,als3.5,NA,nothing,ALY,1,1
2006,als4.1,NA,nothing,ALY,1,3
2006,als4.2,NA,nothing,ALY,1,5
2006,als4.3,NA,nothing,ALY,2,3
2006,als4.4,NA,nothing,ALY,2,4
2006,alt1.1,0.190116621,nothing,ALY,3,1
2006,alt1.3,NA,nothing,ALY,3,2
2006,alt1.4,NA,nothing,ALY,4,3
2006,alt1.5,NA,nothing,ALY,4,5
2006,alt2.2,NA,sub,HEATHER,5,5
2006,alt2.4,NA,sub,HEATHER,6,3
2006,alt2.5,NA,sub,HEATHER,8,2
2006,alt3.1,8.828249206,fire,HEATHER,7,5
2006,alt3.3,NA,fire,HEATHER,7,3
2006,alt3.2,NA,fire,HEATHER,5,2
2006,alt3.4,0.964120228,fire,HEATHER,6,1
2006,alt3.5,0.745088388,fire,HEATHER,6,5
2006,alt4.3,NA,fire,HEATHER,8,4
2006,alt4.1,0.114608442,nothing,HEATHER,5,5
2006,alt4.2,1.3130098,nothing,HEATHER,6,4
2006,alt4.5,NA,nothing,HEATHER,7,2
2006,alu1.1,NA,nothing,HEATHER,7,4
2006,alu1.3,NA,nothing,HEATHER,8,1
2006,alu1.4,NA,nothing,HEATHER,8,3
2006,alu1.5,NA,nothing,HEATHER,8,4
2006,alu2.1,NA,sub,INGRID,13,2
2006,alu2.3,NA,sub,INGRID,14,1
2006,alu2.4,NA,sub,INGRID,14,5
2006,alu2.5,NA,sub,INGRID,15,4
2006,alu3.1,NA,sub,INGRID,16,3
2006,alu3.2,NA,fire,INGRID,13,1
2006,alu3.3,2.613453229,fire,INGRID,14,2
2006,alu3.4,NA,fire,INGRID,14,5
2006,alu4.2,4.077711866,fire,INGRID,16,4
2006,alu4.3,NA,nothing,INGRID,13,2
2006,alu4.5,NA,nothing,INGRID,14,1
2006,hes5.1,2.288976974,nothing,INGRID,14,3
2006,hes5.2,NA,nothing,INGRID,15,1
2006,hes5.3,1.376460547,nothing,INGRID,15,3
2006,hes5.4,11.94972624,nothing,INGRID,15,5
2006,hes5.5,5.129378856,nothing,INGRID,16,3
2006,hes6.1,NA,nothing,INGRID,16,4
2006,hes6.2,13.9537262,sub,MIKE,17,5
2006,hes6.3,NA,sub,MIKE,18,3
2006,hes6.4,5.389452463,sub,MIKE,19,2
2006,hes6.5,11.39663001,sub,MIKE,20,2
2006,hes7.5,NA,fire,MIKE,17,1
2006,hes8.2,NA,fire,MIKE,18,1
2006,hes8.3,1.949191737,fire,MIKE,19,1
2006,hes8.4,0.585043092,fire,MIKE,19,3
2006,hes8.5,NA,fire,MIKE,20,1
2006,het7.5,NA,fire,MIKE,20,3
2006,het7.1,2.537555492,nothing,MIKE,17,2
2006,het7.2,NA,nothing,MIKE,17,4
2006,het7.3,NA,nothing,MIKE,17,5
2006,het7.4,2.700311983,nothing,MIKE,18,4
2006,het5.2,NA,nothing,MIKE,19,4
2006,het5.3,1.337514223,nothing,MIKE,19,2
2006,het5.4,1.172803661,nothing,MIKE,19,5
2006,het5.5,0.076453799,nothing,MIKE,20,2
2006,het5.1,0.051471854,nothing,MIKE,20,4
2006,het6.1,1.398960633,nothing,MIKE,20,5
2006,het6.2,NA,sub,SETH,9,4
2006,het6.3,5.215848053,sub,SETH,10,2
2006,het6.4,15.3773452,sub,SETH,10,5
2006,het6.5,NA,sub,SETH,11,2
2006,het8.1,1.505448058,sub,SETH,11,5
2006,het8.2,6.761486506,sub,SETH,12,1
2006,het8.3,1.052056548,sub,SETH,12,5
2006,het8.4,0.101787602,fire,SETH,9,4
2006,het8.5,NA,fire,SETH,10,5
2006,heu5.4,0.775078032,fire,SETH,11,3
2006,heu5.5,NA,fire,SETH,11,5
2006,heu6.2,NA,fire,SETH,12,3
2006,heu6.4,0.172021047,nothing,SETH,9,1
2006,heu7.1,NA,nothing,SETH,9,3
2006,heu7.2,NA,nothing,SETH,9,5
2006,heu7.3,NA,nothing,SETH,10,4
2006,heu7.4,NA,nothing,SETH,10,5
2006,heu7.5,NA,nothing,SETH,11,1
2006,heu8.1,NA,nothing,SETH,11,3
2006,heu8.2,NA,nothing,SETH,12,1
2006,heu8.3,NA,nothing,SETH,12,5
2006,heu8.4,NA,sub,ALY,3,3
2006,heu8.5,NA,fire,HEATHER,5,3
2006,ins13.1,1.149486761,sub,MIKE,20,3
2006,ins13.2,1.390456342,sub,HEATHER,6,5
2006,ins13.3,NA,sub,HEATHER,6,2
2006,ins13.4,0.391618374,sub,MIKE,20,2
2006,ins14.1,0.704341931,nothing,INGRID,14,2
2006,ins14.2,0.188156267,sub,MIKE,20,3
2006,ins14.3,0.640696406,fire,ALY,3,1
2006,ins14.4,0.729251619,sub,ALY,3,2
2006,ins14.5,NA,sub,ALY,2,4
2006,ins15.1,0.153438527,fire,SETH,12,2
2006,ins15.2,3.928992012,fire,MIKE,18,1
2006,ins15.3,0.715136444,sub,HEATHER,6,3
2006,ins15.4,0.126923485,sub,MIKE,20,1
2006,ins15.5,NA,fire,SETH,9,1
2006,ins16.1,9.301878856,sub,HEATHER,6,4
2006,ins16.2,5.012948291,nothing,ALY,4,3
2006,ins16.3,NA,sub,HEATHER,6,4
2006,ins16.4,1.194307863,sub,INGRID,15,2
2006,ins16.5,0.92765262,fire,HEATHER,7,4
2006,int13.1,5.407761665,fire,MIKE,17,4
2006,int13.2,1.193864899,sub,MIKE,20,5
2006,int13.3,2.023301908,sub,MIKE,19,3
2006,int14.1,0.863397626,fire,MIKE,17,5
2006,int14.2,NA,sub,HEATHER,8,2
2006,int14.3,1.599648714,sub,ALY,1,2
2006,int14.4,NA,sub,INGRID,13,2
2006,int14.5,NA,nothing,MIKE,17,2
2006,int16.1,4.681013895,fire,HEATHER,5,4
2006,int16.2,2.525981865,sub,HEATHER,5,2
2006,int16.3,2.638607962,sub,HEATHER,6,4
2006,int16.4,0.121922069,fire,ALY,3,5
2006,int16.5,NA,fire,HEATHER,7,2
2006,inu13.1,0.98891996,nothing,MIKE,18,5
2006,inu13.2,NA,sub,INGRID,14,2
2006,inu13.5,NA,sub,HEATHER,5,5
2006,inu14.1,NA,nothing,MIKE,18,5
2006,inu14.2,5.398892949,sub,ALY,4,2
2006,inu14.3,NA,sub,INGRID,16,1
2006,inu14.5,NA,sub,ALY,2,4
2006,inu15.1,NA,sub,INGRID,14,1
2006,inu15.2,NA,sub,SETH,12,3
2006,inu15.3,NA,fire,INGRID,14,3
2006,inu15.4,0.139866847,sub,INGRID,16,1
2006,inu15.5,NA,sub,SETH,9,3
2006,inu16.2,NA,sub,MIKE,20,1
2006,inu16.3,NA,sub,SETH,9,3
2006,inu16.4,NA,fire,INGRID,14,1
2006,mks17.1,4.046732621,nothing,MIKE,18,2
2006,mks17.2,1.54588978,fire,MIKE,18,3
2006,mks17.3,0.738861751,nothing,MIKE,19,2
2006,mks17.4,0.777911748,sub,MIKE,17,2
2006,mks17.5,NA,nothing,MIKE,18,3
2006,mks18.1,0.404891603,fire,SETH,11,3
2006,mks18.2,1.12991778,nothing,SETH,12,3
2006,mks18.3,NA,nothing,HEATHER,6,4
2006,mks18.4,0.539200972,fire,HEATHER,7,2
2006,mks18.5,0.971239077,fire,ALY,4,3
2006,mks19.1,1.888923424,sub,MIKE,19,5
2006,mks19.2,3.295505561,nothing,INGRID,15,3
2006,mks19.3,3.561180627,fire,INGRID,13,2
2006,mks19.4,2.178050479,sub,INGRID,16,1
2006,mks19.5,0.372354128,sub,MIKE,18,5
2006,mks20.1,2.457039614,fire,HEATHER,6,1
2006,mks20.2,0.50235009,sub,MIKE,17,2
2006,mks20.3,3.972025548,sub,INGRID,16,4
2006,mks20.4,NA,sub,ALY,2,5
2006,mks20.5,2.645598005,sub,INGRID,14,4
2006,mkt17.1,3.802382686,sub,SETH,9,4
2006,mkt17.2,1.290252103,sub,MIKE,20,5
2006,mkt17.3,5.209187876,sub,ALY,2,3
2006,mkt17.4,5.142300227,sub,SETH,12,4
2006,mkt17.5,7.956256183,fire,SETH,12,1
2006,mkt18.1,5.840374681,fire,HEATHER,8,1
2006,mkt18.3,4.756148224,fire,MIKE,19,5
2006,mkt18.4,4.921091264,sub,ALY,2,5
2006,mkt18.5,3.096228056,fire,SETH,12,4
2006,mkt19.1,NA,fire,MIKE,18,3
2006,mkt19.3,NA,nothing,ALY,3,1
2006,mkt19.4,NA,nothing,INGRID,16,2
2006,mkt19.5,NA,nothing,SETH,12,1
2006,mkt20.1,NA,nothing,SETH,9,2
2006,mkt20.2,NA,fire,MIKE,17,5
2006,mkt20.3,NA,sub,MIKE,18,3
2006,mkt20.4,NA,sub,SETH,12,1
2006,mku17.1,NA,nothing,MIKE,17,1
2006,mku17.2,NA,nothing,SETH,12,1
2006,mku17.3,NA,sub,HEATHER,7,5
2006,mku17.4,NA,nothing,MIKE,18,2
2006,mku17.5,NA,fire,SETH,10,4
2006,mku18.1,9.373409779,nothing,INGRID,15,4
2006,mku18.2,0.125663706,fire,MIKE,20,3
2006,mku18.3,0.277116746,sub,ALY,2,5
2006,mku18.4,NA,sub,INGRID,16,4
2006,mku18.5,NA,fire,SETH,9,3
2006,mku19.4,NA,sub,INGRID,16,1
2006,mku19.1,NA,nothing,ALY,1,5
2006,mku19.2,NA,nothing,MIKE,19,4
2006,mku19.3,NA,sub,SETH,9,4
2006,mku19.5,NA,sub,INGRID,15,3
2006,mku20.2,NA,nothing,SETH,10,2
2006,mku20.3,NA,fire,INGRID,16,2
2006,mku20.4,NA,fire,ALY,3,5
2006,mku20.5,NA,fire,SETH,10,1
2006,ses9.1,0.525698407,nothing,SETH,12,2
2006,ses9.2,3.865817725,sub,ALY,4,2
2006,ses9.4,3.426299488,fire,SETH,10,5
2006,ses9.3,2.882722277,sub,INGRID,14,3
2006,ses9.5,2.264208657,sub,SETH,9,4
2006,ses10.1,17.97733985,sub,INGRID,15,3
2006,ses10.2,NA,nothing,SETH,9,5
2006,ses10.3,0.790173384,nothing,ALY,3,1
2006,ses10.4,0.779127544,fire,INGRID,16,3
2006,ses10.5,NA,sub,HEATHER,8,5
2006,ses11.1,NA,nothing,INGRID,14,3
2006,ses11.2,NA,nothing,SETH,12,1
2006,ses11.3,NA,sub,MIKE,18,1
2006,ses11.4,1.750269232,nothing,ALY,2,4
2006,ses11.5,NA,sub,INGRID,15,3
2006,ses12.1,NA,fire,SETH,9,1
2006,ses12.2,0.218956442,fire,HEATHER,7,3
2006,ses12.3,0.323712849,sub,SETH,12,5
2006,ses12.4,NA,nothing,ALY,3,1
2006,ses12.5,2.117417741,sub,INGRID,15,3
2006,set9.1,11.09168189,sub,SETH,12,2
2006,set9.3,0.501137435,nothing,MIKE,20,2
2006,set9.2,2.792687373,fire,HEATHER,5,5
2006,set9.4,NA,sub,MIKE,17,2
2006,set10.1,0.919195453,fire,MIKE,19,4
2006,set10.3,NA,nothing,SETH,9,4
2006,set10.4,6.33767309,fire,SETH,12,4
2006,set10.5,0.77600166,sub,HEATHER,5,2
2006,set11.1,NA,sub,HEATHER,5,3
2006,set11.2,9.960256145,sub,HEATHER,6,3
2006,set11.3,6.978234407,fire,MIKE,17,2
2006,set11.4,0.18703786,sub,INGRID,16,3
2006,set11.5,NA,sub,MIKE,19,1
2006,set12.1,1.00724487,fire,HEATHER,8,3
2006,set12.2,6.115666162,nothing,HEATHER,8,2
2006,set12.3,NA,sub,SETH,10,3
2006,set12.4,0.400392842,fire,ALY,4,3
2006,set12.5,2.565609915,sub,INGRID,14,5
2006,seu9.1,NA,sub,MIKE,19,4
2006,seu9.2,NA,sub,SETH,10,1
2006,seu9.3,NA,nothing,INGRID,14,2
2006,seu9.4,NA,sub,HEATHER,6,1
2006,seu9.5,NA,sub,MIKE,20,2
2006,seu10.1,2.838177635,sub,HEATHER,8,4
2006,seu10.2,3.38085635,fire,HEATHER,6,4
2006,seu10.4,NA,sub,MIKE,20,4
2006,seu10.5,NA,fire,SETH,10,4
2006,seu11.2,0.18703786,fire,HEATHER,6,2
2006,seu11.3,NA,sub,MIKE,17,3
2006,seu11.4,NA,sub,INGRID,14,2
2006,seu12.1,NA,sub,HEATHER,6,3
2006,seu12.2,0.033329156,fire,SETH,10,3
2006,seu12.3,NA,fire,INGRID,16,4
2006,seu12.5,NA,sub,INGRID,14,5
2007,als1.1,2.193145831,sub,ALY,1,2
2007,als1.2,2.168437205,sub,ALY,1,4
2007,als1.3,0.18703786,sub,ALY,2,2
2007,als1.4,NA,sub,ALY,2,5
2007,als1.5,3.324785204,sub,ALY,3,4
2007,als2.1,NA,sub,ALY,4,1
2007,als2.2,0.906889834,sub,ALY,4,3
2007,als2.3,0.134614104,fire,ALY,1,3
2007,als2.4,1.50876558,fire,ALY,1,5
2007,als2.5,0.223960999,fire,ALY,2,4
2007,als3.2,3.271692289,fire,ALY,3,1
2007,als3.1,16.44126126,fire,ALY,3,2
2007,als3.3,0.279799667,fire,ALY,4,3
2007,als3.4,NA,fire,ALY,4,2
2007,als3.5,NA,nothing,ALY,1,1
2007,als4.1,NA,nothing,ALY,1,3
2007,als4.2,0.543671458,nothing,ALY,1,5
2007,als4.3,NA,nothing,ALY,2,3
2007,als4.4,NA,nothing,ALY,2,4
2007,alt1.1,1.553545842,nothing,ALY,3,1
2007,alt1.3,NA,nothing,ALY,3,2
2007,alt1.4,NA,nothing,ALY,4,3
2007,alt1.5,0.133316626,sub,HEATHER,5,1
2007,alt2.2,NA,sub,HEATHER,5,5
2007,alt2.4,NA,sub,HEATHER,6,3
2007,alt2.5,NA,sub,HEATHER,8,2
2007,alt3.1,17.31824627,fire,HEATHER,7,5
2007,alt3.3,NA,fire,HEATHER,7,3
2007,alt3.2,NA,fire,HEATHER,5,3
2007,alt3.4,2.337769049,fire,HEATHER,6,1
2007,alt3.5,2.885414622,fire,HEATHER,6,5
2007,alt4.3,NA,fire,HEATHER,8,4
2007,alt4.1,3.224782027,nothing,HEATHER,5,5
2007,alt4.2,2.745874501,nothing,HEATHER,6,4
2007,alt4.5,NA,nothing,HEATHER,7,2
2007,alu1.1,NA,nothing,HEATHER,7,4
2007,alu1.3,NA,nothing,HEATHER,8,1
2007,alu1.4,NA,nothing,HEATHER,8,3
2007,alu1.5,NA,nothing,HEATHER,8,4
2007,alu2.1,NA,sub,INGRID,13,2
2007,alu2.3,NA,sub,INGRID,14,2
2007,alu2.4,NA,sub,INGRID,14,5
2007,alu2.5,NA,sub,INGRID,15,4
2007,alu3.1,NA,sub,INGRID,16,3
2007,alu3.2,NA,fire,INGRID,13,2
2007,alu3.3,2.881522189,fire,INGRID,14,2
2007,alu3.4,NA,fire,INGRID,14,5
2007,alu4.2,9.683151965,fire,INGRID,16,4
2007,alu4.3,NA,nothing,INGRID,13,2
2007,alu4.5,NA,nothing,INGRID,14,1
2007,hes5.1,14.82887339,nothing,INGRID,14,3
2007,hes5.2,NA,nothing,INGRID,15,1
2007,hes5.3,2.576354162,nothing,INGRID,15,3
2007,hes5.4,7.403602911,nothing,INGRID,15,5
2007,hes5.5,8.311249869,nothing,INGRID,16,3
2007,hes6.1,NA,sub,MIKE,17,1
2007,hes6.2,20.38765141,sub,MIKE,17,5
2007,hes6.3,NA,sub,MIKE,18,3
2007,hes6.4,11.82215245,sub,MIKE,19,2
2007,hes6.5,8.449907203,sub,MIKE,20,2
2007,hes7.5,0.407150408,fire,MIKE,17,1
2007,hes8.2,0.207499053,fire,MIKE,18,1
2007,hes8.3,2.239792199,fire,MIKE,19,1
2007,hes8.4,3.706501278,fire,MIKE,19,4
2007,hes8.5,NA,fire,MIKE,20,1
2007,het7.5,0.407150408,fire,MIKE,20,3
2007,het7.1,2.436528156,nothing,MIKE,17,2
2007,het7.2,NA,nothing,MIKE,17,4
2007,het7.3,NA,nothing,MIKE,18,2
2007,het7.4,6.468112017,nothing,MIKE,18,4
2007,het5.2,NA,nothing,MIKE,19,4
2007,het5.3,1.433445896,nothing,MIKE,19,2
2007,het5.4,2.817270336,nothing,MIKE,19,5
2007,het5.5,0.271914269,nothing,MIKE,20,2
2007,het5.1,0.426364389,nothing,MIKE,20,4
2007,het6.1,1.242374231,nothing,MIKE,20,5
2007,het6.2,0.255175863,sub,SETH,9,4
2007,het6.3,6.092412093,sub,SETH,10,2
2007,het6.4,9.898203407,sub,SETH,10,5
2007,het6.5,NA,sub,SETH,11,2
2007,het8.1,2.505737442,sub,SETH,11,5
2007,het8.2,8.045892104,sub,SETH,12,2
2007,het8.3,2.149201233,sub,SETH,12,5
2007,het8.4,0.160601358,fire,SETH,9,4
2007,het8.5,NA,fire,SETH,10,5
2007,heu5.4,0.822029134,fire,SETH,11,3
2007,heu5.5,NA,fire,SETH,12,1
2007,heu6.2,NA,fire,SETH,12,4
2007,heu6.4,0.47266204,nothing,SETH,9,1
2007,heu7.1,NA,nothing,SETH,9,3
2007,heu7.2,NA,nothing,SETH,9,5
2007,heu7.3,NA,nothing,SETH,10,4
2007,heu7.4,NA,nothing,SETH,10,5
2007,heu7.5,NA,nothing,SETH,11,1
2007,heu8.1,NA,nothing,SETH,11,4
2007,heu8.2,NA,nothing,SETH,12,2
2007,heu8.3,NA,nothing,SETH,12,5
2007,heu8.4,NA,sub,ALY,2,2
2007,heu8.5,NA,sub,HEATHER,5,4
2007,ins13.1,5.366192111,sub,HEATHER,6,2
2007,ins13.2,5.372261668,sub,ALY,3,1
2007,ins13.3,NA,sub,HEATHER,6,5
2007,ins13.4,0.648424724,fire,HEATHER,6,3
2007,ins14.1,1.604926589,fire,SETH,12,5
2007,ins14.2,0.528428451,sub,HEATHER,6,2
2007,ins14.3,0.59304787,fire,HEATHER,6,3
2007,ins14.4,0.872520811,sub,HEATHER,6,3
2007,ins14.5,0.078426719,fire,SETH,11,3
2007,ins15.1,3.710346588,sub,ALY,3,3
2007,ins15.2,5.547499706,fire,SETH,12,2
2007,ins15.3,2.282671797,fire,ALY,1,5
2007,ins15.4,0.593886675,sub,MIKE,20,2
2007,ins15.5,NA,fire,MIKE,18,1
2007,ins16.1,10.03568264,sub,SETH,10,1
2007,ins16.2,4.908688256,sub,HEATHER,6,4
2007,ins16.3,NA,nothing,ALY,4,2
2007,ins16.4,2.898270019,fire,SETH,9,1
2007,ins16.5,4.639563721,sub,HEATHER,6,3
2007,int13.1,6.185472351,nothing,ALY,4,2
2007,int13.2,3.055604121,fire,SETH,11,1
2007,int13.3,5.356173572,sub,ALY,1,4
2007,int14.1,5.248976147,fire,INGRID,16,2
2007,int14.2,NA,nothing,HEATHER,6,4
2007,int14.3,3.573451688,sub,MIKE,19,2
2007,int14.4,NA,nothing,INGRID,15,2
2007,int14.5,NA,sub,HEATHER,8,4
2007,int16.1,4.792421053,fire,MIKE,18,1
2007,int16.2,4.335444986,nothing,MIKE,17,3
2007,int16.3,4.409539449,fire,SETH,11,1
2007,int16.4,2.653989199,sub,SETH,9,1
2007,int16.5,NA,fire,ALY,2,4
2007,inu13.1,3.352519184,sub,ALY,2,4
2007,inu13.2,NA,fire,SETH,11,1
2007,inu13.5,NA,sub,SETH,12,1
2007,inu14.1,NA,sub,INGRID,13,2
2007,inu14.2,7.177694125,nothing,HEATHER,6,4
2007,inu14.3,NA,sub,SETH,12,5
2007,inu14.5,NA,fire,SETH,9,4
2007,inu15.1,NA,sub,MIKE,17,3
2007,inu15.2,NA,sub,INGRID,15,1
2007,inu15.3,NA,fire,ALY,4,1
2007,inu15.4,0.73264454,fire,HEATHER,8,2
2007,inu15.5,NA,sub,INGRID,14,2
2007,inu16.2,NA,sub,SETH,9,1
2007,inu16.3,NA,nothing,SETH,10,2
2007,inu16.4,NA,nothing,ALY,2,1
2007,mks17.1,4.948134093,nothing,MIKE,18,3
2007,mks17.2,1.680324813,fire,ALY,1,5
2007,mks17.3,1.357670681,fire,MIKE,17,3
2007,mks17.4,1.760171532,fire,HEATHER,7,1
2007,mks17.5,NA,fire,MIKE,18,5
2007,mks18.1,1.605727696,sub,SETH,9,5
2007,mks18.2,2.773473393,sub,SETH,12,2
2007,mks18.3,NA,nothing,INGRID,15,3
2007,mks18.4,1.476900406,fire,HEATHER,6,4
2007,mks18.5,1.52851049,sub,MIKE,18,5
2007,mks19.1,2.261544587,fire,SETH,10,1
2007,mks19.2,4.238021056,nothing,ALY,4,3
2007,mks19.3,6.38548813,sub,SETH,9,5
2007,mks19.4,4.665971949,sub,MIKE,19,1
2007,mks19.5,0.810480639,fire,INGRID,13,3
2007,mks20.1,8.013825868,sub,ALY,4,4
2007,mks20.2,2.842877458,sub,INGRID,16,2
2007,mks20.3,6.157320539,nothing,MIKE,19,1
2007,mks20.4,NA,fire,HEATHER,6,5
2007,mks20.5,2.947065236,sub,ALY,2,2
2007,mkt17.1,2.109808803,sub,SETH,10,3
2007,mkt17.2,2.456125411,sub,ALY,2,3
2007,mkt17.3,2.282002638,fire,MIKE,18,5
2007,mkt17.4,6.359987823,nothing,ALY,1,4
2007,mkt17.5,14.88922652,sub,SETH,11,4
2007,mkt18.1,8.109631878,sub,INGRID,14,3
2007,mkt18.3,8.258467971,sub,INGRID,16,5
2007,mkt18.4,7.570886437,sub,SETH,10,4
2007,mkt18.5,7.971049943,fire,SETH,9,4
2007,mkt19.1,NA,sub,SETH,11,1
2007,mkt19.3,NA,sub,SETH,11,5
